"id","occupation_type","urban_contiguity","establishment_time","real_estate","special_zone","protected_areas","preservation_areas","risk_situation","risk_susceptibility","parcels_access","parcels_layout","parcels_distance","buildings_condition","infrastructure_condition"
"NUI4738","11_Slum","41_Central","21_<10y","31_Increase","51_Yes","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4735","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4736","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","71_Yes","81_Yes","91_Yes","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4725","11_Slum","41_Central","21_<10y","33_Decrease","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4726","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4723","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4724","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4729","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4730","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4727","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4728","11_Slum","41_Central","21_<10y","31_Increase","51_Yes","62_No","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4717","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4718","11_Slum","41_Central","21_<10y","33_Decrease","52_No","62_No","72_No","81_Yes","91_Yes","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4715","11_Slum","41_Central","21_<10y","31_Increase","52_No","61_Yes","72_No","81_Yes","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4716","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4721","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4722","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","82_No","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4719","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4720","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","91_Yes","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4709","11_Slum","41_Central","21_<10y","33_Decrease","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4710","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4707","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4708","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","72_No","81_Yes","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4713","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","71_Yes","81_Yes","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4714","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","71_Yes","81_Yes","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4711","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4712","11_Slum","41_Central","21_<10y","31_Increase","52_No","61_Yes","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4253","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4254","11_Slum","41_Central","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4251","11_Slum","41_Central","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4252","12_Informal","41_Central","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4257","12_Informal","41_Central","21_<10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4258","11_Slum","42_Periphery or remote","21_<10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","131_Adequate","143_Inadequate"
"NUI4255","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4256","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4244","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","134_N.A","143_Inadequate"
"NUI4245","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4242","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","142_Partial"
"NUI4243","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI4248","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","92_No","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI4249","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI4246","11_Slum","41_Central","22_>10y","31_Increase","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","142_Partial"
"NUI4247","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","92_No","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI4236","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","92_No","102_Mostly_absent","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI4237","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","142_Partial"
"NUI4234","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4235","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","112_Undefined","121_Present","133_Inadequate","142_Partial"
"NUI4240","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4241","11_Slum","41_Central","22_>10y","31_Increase","52_No","62_No","72_No","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","121_Present","134_N.A","144_N.A"
"NUI4238","12_Informal","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI4239","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4228","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4229","11_Slum","41_Central","22_>10y","31_Increase","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI4226","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","142_Partial"
"NUI4227","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","83_N.A","91_Yes","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI4232","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","141_Adequate"
"NUI4233","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","134_N.A","143_Inadequate"
"NUI4230","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI4231","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4279",NA,"41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4280","11_Slum","42_Periphery or remote","21_<10y","31_Increase","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4288","11_Slum","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","72_No","83_N.A","92_No","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4278","12_Other type","42_Periphery or remote","22_>10y","31_Increase","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4283",NA,"41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4284",NA,"42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4281","11_Slum","42_Periphery or remote","22_>10y","31_Increase","52_No","62_No","71_Yes","83_N.A","92_No","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4282",NA,"41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4277",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4293",NA,"41_Central","21_<10y","31_Increase","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","144_N.A"
"NUI4275",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4276",NA,"42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4290","12_Informal","42_Periphery or remote","22_>10y","32_Stable","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4291",NA,"41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","141_Adequate"
"NUI4292","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","62_No","71_Yes","83_N.A","92_No","101_Mostly_present","112_Undefined","121_Present","132_Mixed","142_Partial"
"NUI4289",NA,"42_Periphery or remote","21_<10y","32_Stable","51_Yes","62_No","72_No","83_N.A","92_No","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4269",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4270",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4267","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","133_Inadequate","143_Inadequate"
"NUI4268","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4273",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4274",NA,"42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4271","11_Slum","42_Periphery or remote","22_>10y","32_Stable","53_N.A","61_Yes","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4272",NA,"42_Periphery or remote","22_>10y","31_Increase","53_N.A","61_Yes","71_Yes","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4261","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4262","11_Slum","42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4259","12_Informal","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI4260","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4265","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4266","11_Slum","42_Periphery or remote","21_<10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4263","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","143_Inadequate"
"NUI4264","11_Slum","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4317","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4318","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4315","11_Slum","41_Central","22_>10y","32_Stable","52_No","61_Yes","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","141_Adequate"
"NUI4316","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4321","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","81_Yes","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4322","11_Slum","41_Central","21_<10y","31_Increase","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4319","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4320","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","101_Mostly_present","111_Well-defined","121_Present","131_Adequate","143_Inadequate"
"NUI4310","12_Informal","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4309","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI4307","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","121_Present","132_Mixed","143_Inadequate"
"NUI4308","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4313","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","141_Adequate"
"NUI4314","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","142_Partial"
"NUI4311","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","81_Yes","91_Yes","101_Mostly_present","111_Well-defined","121_Present","133_Inadequate","143_Inadequate"
"NUI4312","12_Other type","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","141_Adequate"
"NUI4301","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4302","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4299","12_Informal","42_Periphery or remote","22_>10y","31_Increase","53_N.A","62_No","72_No","83_N.A","93_N.A","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4300","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4305","12_Informal","42_Periphery or remote","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4306","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4303","11_Slum","41_Central","22_>10y","32_Stable","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","112_Undefined","121_Present","132_Mixed","143_Inadequate"
"NUI4304","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4287",NA,"41_Central","22_>10y","31_Increase","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","132_Mixed","143_Inadequate"
"NUI4294","12_Informal","41_Central","22_>10y","31_Increase","53_N.A","62_No","71_Yes","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4285","11_Slum","41_Central","22_>10y","31_Increase","51_Yes","62_No","71_Yes","83_N.A","92_No","102_Mostly_absent","112_Undefined","122_Absent","132_Mixed","142_Partial"
"NUI4286",NA,"41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","83_N.A","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4297","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4298","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4295","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","112_Undefined","122_Absent","131_Adequate","142_Partial"
"NUI4296","12_Informal","41_Central","22_>10y","32_Stable","53_N.A","62_No","72_No","83_N.A","93_N.A","101_Mostly_present","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4349","11_Slum","41_Central","21_<10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4350","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4347","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4348","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4353","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4354","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","141_Adequate"
"NUI4351","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","61_Yes","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4352","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4341","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","71_Yes","82_No","91_Yes","101_Mostly_present","111_Well-defined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4342","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4339","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","132_Mixed","142_Partial"
"NUI4340","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","133_Inadequate","143_Inadequate"
"NUI4345","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4346","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4343","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4344","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","81_Yes","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4333","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","143_Inadequate"
"NUI4334","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4331","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4332","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","142_Partial"
"NUI4337","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","71_Yes","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4338","11_Slum","41_Central","22_>10y","32_Stable","52_No","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4335","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
"NUI4336","11_Slum","41_Central","22_>10y","32_Stable","51_Yes","62_No","72_No","82_No","91_Yes","102_Mostly_absent","111_Well-defined","122_Absent","131_Adequate","141_Adequate"
